x_lower, x_upper, y_lower, y_upper
302,309.522592933153,360.91573760244796,366
283,292.2563454067124,360.48332830307123,366
267,280.2833287586636,357.4478913654598,363
255,269.55827740873264,345.81032447755325,356
246,259.6695691304477,332.5970913104502,343
240,246.8436879201649,315.4371756448512,328
233,242.642135612219,299.9923355762815,312
228,238.9587727309998,286.0471348772714,296
224,235.22324974038642,264.63923526750017,278
225,239.4266022540458,244.73081742253652,259
229,238.2155235287595,230.6024251323693,241
229,240.28490136775952,231.90202763976666,238
229,234.2464121227205,221.56735917632068,233
232,245.97336040303304,237.14838966568016,249
224,231.71144805460497,259.82611928514297,266
226,233.57167736684886,272.4132940199039,284
231,240.61141352524527,289.92558786937286,302
239,244.34621077096466,303.09501338108424,315
237,242.35428101146047,291.1774217110217,300
230,244.6412189331933,278.69193161011736,284
233,247.65423456954423,256.88827344777974,263
238,252.48843113258806,236.47083232912996,243
227,236.31847184777948,223.62265663926746,235
223,235.00192867503443,268.14401935624323,276
232,240.76263534693155,308.02224734105357,318
239,244.21867765363413,336.4210293673973,345
224,234.57526140769804,316.37197928426036,330
223,236.97824097109907,285.2766220398932,296
238,246.41201209017515,339.3810273384476,347
248,255.1693817216002,344.55921556436795,359
271,276.1558480630175,352.1016667292124,364
287,295.70262075146337,354.0360204538585,366
322,336.25065715259234,349.66998785180294,363
355,368.0966697992342,340.36468531228144,354
363,370.92071969674566,350.5413935620135,358
340,347.99216764789674,356.97909671539577,362
309,320.41389612911354,346.8965275028522,361
286,296.6047805290419,343.3038375899105,358
267,272.00708872333695,337.4186038142267,348
253,264.9752095730006,327.9953657307917,342
243,248.37808636914272,303.23832792318285,312
242,255.26576529425466,266.3070099849974,280
230,240.8107336781882,225.91718241969744,238
233,242.66856848756998,206.27209727634886,217
