x_lower, x_upper, y_lower, y_upper
451,457.1200375462522,240.4146233384345,249
448,456.2677944408022,220.30519273854173,233
472,484.05871286321167,194.67131459852612,204
485,493.7695592428076,200.78651862121993,206
481,489.25293322185723,233.0172875288489,245
479,488.06138528477777,220.4843888724759,228
496,504.0585283449388,174.42636360348166,187
503,508.77195152684897,174.59627893630395,186
473,483.0489924365875,233.22777984949724,243
419,433.0535891535158,259.0017420423561,266
389,403.17181357927586,259.564949987367,270
478,487.8721076373986,227.4085451772561,237
504,518.7979831738036,188.80376123511374,199
409,415.75768302662675,268.51252486258477,277
324,336.5125139244048,255.89910492305242,266
258,264.86579773218597,203.74536016760743,216
227,237.33999206004262,238.1699072037745,249
197,207.9573168037908,168.46987092806532,178
195,209.27248842881409,80.3570932271509,95
192,203.43968743213276,29.89245072708262,36
184,196.1112862189747,19.669424988687055,25
215,229.27230278859804,24.19838306093187,32
208,217.19897444096546,85.37855191335848,96
240,247.56371574719964,140.18666321191867,153
243,253.44997099221507,193.85142413134028,206
277,290.5236998196701,237.0897919323171,246
315,324.43560343361986,226.63915438859058,234
359,367.5724022029467,232.8326019289386,242
348,355.6402332342726,251.18452464796394,258
327,340.69687397405096,249.21315946177597,256
322,330.1887877007971,219.33799363780065,230
321,326.40159624038796,236.70325988545846,244
320,326.056349882093,241.8662738830969,247
319,332.6204171380861,244.42086311368197,252
319,332.01247434849546,246.25967364428058,255
325,335.01107371589717,251.53459422987297,263
336,349.5935714429501,255.30592956319666,267
349,361.07521600035807,257.5349470361194,267
357,364.1029751322918,245.7916963074806,258
360,370.25815010391807,231.2461434468891,246
361,368.9729308088585,223.33398118385827,237
358,371.7353306207667,215.15555622466562,230
346,352.20714784749225,213.7950067645118,228
330,338.04613172528394,221.20648206453822,235
320,325.26636548736707,244.68902214711164,250
317,330.58527197948354,254.99268045294122,260
321,329.1547055438066,252.4678550533084,267
330,341.14418397876466,264.8841491744487,271
343,349.2623472536901,254.54877182604497,269
351,357.0718397515014,248.4692317668772,257
357,367.81210177691395,236.7569985723658,244
362,368.81688001273534,235.15569027008263,250
357,367.7607403520539,249.7872735337031,263
349,355.1250518216655,258.1345486455677,269
334,341.1772924042963,260.12785891111645,271
318,326.86314036090886,247.6256447982162,262
316,321.2930839840327,236.11340540699234,246
328,337.98094210328463,218.1520992287607,232
342,348.2197240206807,219.65448385994313,232
355,367.1937762183819,227.81385164700293,239
358,369.91125655168264,244.73145393447285,256
336,347.7344433568321,252.15782318176645,267
324,331.2139035656658,254.70406797202557,265
317,324.3323144470924,251.4315101334165,262
314,319.7145968265141,242.71976320365505,251
316,321.08068532122286,234.67088976687887,241
