x_lower, x_upper, y_lower, y_upper
326,336.54379567693775,313.0814046707693,327
309,321.3721598012032,265.01817762210686,277
356,365.45354154120105,304.8958082857174,317
318,327.97412591160474,318.112722900206,327
370,381.5212270357628,316.1074800553801,328
340,352.71614340923503,297.6824743173449,306
342,354.26352338128237,333.25990444027724,343
368,381.27944498851275,327.65967385409334,340
321,335.4746273385546,327.104619463482,338
388,402.4115094080688,332.1152660018102,342
381,387.4445715055381,302.27405968871034,309
417,426.1726000848619,315.94350625631205,323
427,439.50524764869675,316.37002577517944,329
386,394.6581851195764,300.4750048297509,314
456,462.7997476138452,300.5906451388196,307
467,478.8974682063614,283.2753068662477,296
492,498.5455972959704,323.2383972804647,337
469,476.7072578187673,301.11467134971514,309
452,465.87923967371466,331.27146077061354,339
452,462.8212701205001,283.0658368888713,295
491,498.23141434328386,310.35129437591183,320
476,485.22444306110015,251.17077394758425,259
502,516.8862974305439,284.3394742940427,295
477,490.9988307211612,266.3825368076139,278
525,532.3256583142874,269.90082175071706,282
498,503.13935737627236,255.68774965532594,264
507,513.1073554608087,278.45864494306414,292
512,524.1880447316089,318.0116791072205,328
523,534.6033686593231,224.81304361337075,238
511,517.0757576740609,162.93478615217174,173
526,532.4557114066739,220.2244676964773,230
502,514.2784168861521,171.06075635706355,177
521,530.5482908076935,192.82394711289578,202
486,493.17332211553065,204.55231110453676,214
491,503.63395739244623,226.0964712509837,233
500,512.8186134073691,211.55755952100392,222
476,485.3794209967987,214.70884749703123,227
486,494.32793749566434,228.0229155796374,235
463,476.97126681621927,220.452983975689,232
462,467.79338546948577,245.38153140512424,254
455,467.42767637190923,237.63882047545326,243
426,439.48306350206724,261.6075448055444,273
435,443.50707462265,263.6482631993125,277
437,442.1129800453676,249.14328659034905,257
428,439.6733485923892,275.1894729076764,287
408,416.14982121435435,238.44934047736922,253
402,407.5377181157031,273.6360963073954,285
402,412.2394633518582,249.10307472127377,258
369,381.3018194890399,269.5351395952831,280
390,395.4746184830441,277.7132170817221,287
363,376.58949851004445,251.87169196613095,257
376,382.55603051790933,272.25111672569057,286
347,354.5289422079286,239.38685833109108,252
341,351.6650651023382,288.07725951155726,294
347,360.2589111769477,250.30440970466205,263
350,360.55102389859144,241.1820685705898,255
356,369.4810119307312,239.04087732482728,246
360,369.9199880921302,203.32497944430588,209
350,358.3263173608386,200.59668506019017,207
370,380.4946044114992,174.07929290542697,188
352,357.2469571624352,153.46526277620939,168
369,374.4004634809426,176.94657298180164,190
394,407.988820477676,169.44626466746172,183
392,398.57419948004014,152.58103700432653,161
406,420.5058354718368,165.81449331196953,177
438,448.53384167625404,169.26241891180916,175
433,447.029557368366,150.67358208080333,156
446,459.36477452356456,158.03173994219344,171
481,492.30988394866756,173.14545194367074,180
495,503.3376708288962,154.92993182008038,162
466,473.9237251616655,151.4806672994881,159
447,458.674730757191,188.91474243336486,196
454,467.5397330578161,200.76914415494488,207
444,452.5006965651907,174.1630137617579,187
420,429.98288980913185,213.3940963316057,221
431,438.982588442364,204.39982146138627,218
399,413.0924649256997,195.77806765505872,203
390,397.1669400196317,224.06692479001185,233
388,396.5205687411699,189.84167083234348,199
377,390.09238941305415,214.8166150297816,221
397,406.11514299513004,219.70299034673752,230
419,425.3309097202441,181.46356538702574,194
474,484.24401972873477,221.46120038672,229
540,551.9623387137005,216.68408620276944,230
534,543.5807377030868,225.81760467096078,239
534,546.3163663079213,187.41930130211486,193
546,558.2212643453742,249.228704886751,261
529,542.0254635738532,299.5786383292373,307
535,548.3410115261129,256.89019953613786,267
537,548.1157237687314,184.9211752524289,199
530,536.3652525276877,314.810401919209,322
549,563.8793467027584,243.27331478562076,249
540,547.3239025190012,167.65600356746677,178
526,538.8871589614437,150.8149923232962,159
523,531.0431483430468,158.84218587895467,164
424,430.4153381442383,142.52599318289177,154
242,254.1225901900305,222.79535584789414,228
228,233.93595120547607,191.82582726623525,199
264,270.62437725719536,154.87720239441862,166
245,251.50313939428418,234.21687120967658,245
234,242.1226883767044,264.7690591256785,278
249,260.7109331248202,331.7953551599545,344
215,225.49593269624728,280.22130066722036,292
244,252.50475521271045,281.51366976630294,294
229,237.69230157771133,314.14344815884965,322
249,257.2238667006109,297.70056373397847,309
220,233.55080810271653,328.16910022961645,337
222,232.01713992024725,273.5140356003855,283
234,247.2288052083319,327.27927046239756,335
212,217.19974496895776,284.03723148980134,292
223,229.90270654816368,310.2945367181529,317
196,201.82599207772702,277.53102763519354,291
221,226.76250233499692,326.9417031076921,336
197,206.09267879364208,303.97192128997443,312
224,238.4477439648571,310.57624685969176,320
195,200.20221173875854,318.6446104785425,332
189,202.53902736176394,258.048155607168,272
204,215.50847714460747,212.93358733433536,227
200,213.50695890914096,264.0831741129365,270
193,204.86939666799682,208.22592469797502,218
207,219.34012239415597,220.19057616286756,233
199,204.28204211496285,190.26987308868166,202
225,235.826509997702,170.70556467383975,179
210,220.18907280845906,171.6786379711659,185
227,234.3741995647082,153.99034594219924,159
222,231.92309009146504,167.38698078448357,177
246,256.30948698828723,139.1046018284506,149
240,250.5404944402573,170.44208345309826,179
246,256.7385596416234,149.85755799454498,164
233,246.2187431946556,192.74336620894715,199
270,283.7596245477243,181.9618954210499,194
243,250.50471192880948,182.67398155552746,189
308,313.91112885037717,143.84537463810216,153
345,353.46081923339125,136.4555553255787,149
376,384.04871307464157,142.8669832116866,150
439,449.9616359253958,144.73782761839038,150
436,444.1290496460201,157.99219568275564,164
397,408.93287828932534,158.54467841995105,168
290,298.1698780500283,170.56827526639438,185
248,259.67483426008334,231.8400803445627,238
202,211.38374041283194,286.2264851711565,296
198,204.586211777557,236.550109191851,245
194,201.03626751711124,233.26919031614514,241
188,196.9765705846282,285.6454901393341,299
196,203.77302483260098,317.69342111087326,324
181,190.3387969224461,252.42127872683676,260
190,195.6165817398627,219.17375409279097,232
194,200.93276937369563,181.08433798870854,189
180,189.40810832403758,288.53386698317206,300
196,205.89391261216824,322.5082261610307,328
241,250.08643997501247,333.16907855895334,348
271,283.2134257885228,337.548174875737,350
332,338.25616300200164,343.56447036899596,353
363,371.30925583476585,333.5712366608414,347
418,431.7834746831184,336.03598851602874,347
454,463.52571364610986,329.3210727625409,342
506,520.1871114062883,319.9100069594247,330
530,538.3869233719283,302.5548567017816,314
544,554.1849246404067,255.7068754034432,270
545,552.8825377168199,232.39827700371936,242
182,189.33496195660774,235.67119744018885,242
184,196.22796165980841,202.58202830383527,213
192,199.41808585240855,178.4316276925844,185
207,217.6081509993323,147.6175548225034,162
238,248.17218839799338,135.6862407963401,149
183,197.68270373662529,283.6015367599816,290
181,189.2153166458186,243.99881325926444,257
