x_lower, x_upper, y_lower, y_upper
394,464.3570287484969,167.3227442210903,212
371,464.7157631989745,137.82444128212688,188
379,419.6321597131001,110.05368549006283,160
394,426.5056575366863,125.44955110724517,138
417,424.39167638587486,55.793450023478,131
442,457.57031768621437,72.81385597012971,128
451,474.66226407953553,72.61429140666057,140
448,472.0884831792212,149.59844259776781,159
450,495.6794602530069,54.77449115529042,148
455,546.9176631318818,151.20736573904372,167
421,490.5059701020573,134.23102784902323,182
424,507.67753795436346,159.8111703757558,165
448,460.8290284461845,93.61437901421661,179
459,542.2206635785933,91.35150056955518,174
444,487.66182774658506,100.0100914731622,189
414,447.0247007099689,113.67517833897053,194
413,422.7274937824038,143.65333100941967,161
415,443.515318450756,111.02573499279353,174
397,404.1629396328897,148.97792872367907,177
385,412.22135622876965,137.6129195983252,170
384,440.86182963967906,164.63517972278623,191
393,460.5405826051309,143.8984718673235,172
395,433.2258154732674,139.7110093073868,166
411,466.7614601535737,100.44832841706506,168
401,496.3705939687142,94.39613889702783,180
413,443.8176789213133,103.36866714514792,158
411,487.7953895581408,131.62888811611262,148
399,457.62840722092943,102.60259830652552,144
387,438.41932649823855,53.48075931126702,151
377,425.45172764446903,127.83799568971308,169
371,389.72091376348845,116.45830217585885,191
376,460.8137204062103,132.6091409007072,198
399,459.4627929438107,196.57817027320573,214
411,472.3793426034188,180.77387467018517,217
408,499.8748632179546,132.18952563675782,204
396,456.984404637192,127.8232926671841,202
374,453.6028037580422,181.06308603122238,196
369,455.3564996803718,135.04266306566012,175
382,435.877819123405,155.4708375152385,171
391,434.8254971037975,95.61635188531457,189
374,425.3379994232612,127.5134134701202,204
387,467.06541494015414,125.81419177978678,225
376,407.29158564366475,148.35010323025415,226
360,377.04888066745826,105.68240801531898,205
361,443.3005568288712,161.40138726326344,167
370,418.2574814240822,65.68889991279434,153
385,400.2670398343026,66.16224617874313,144
411,485.80078136034774,112.0628392623315,139
449,498.3325835517155,85.83354921260513,154
441,513.6777983903622,111.37625924821313,186
404,476.5373956294642,122.07740747253163,186
420,505.08167360023185,97.88179311422559,166
443,467.66665914844646,153.2251410363189,187
441,513.1274549919763,183.13150054494832,208
455,527.349859992447,85.27919419177067,182
454,534.8519259817513,129.93769017870432,187
442,488.2570302527347,186.87494603305984,208
